date,product_code,product,variant,sold_quantity,gross_price_total
01/05/2021,A5419110201,AQ Gamer 2,Standard Firey Red,16,9360
01/05/2021,A5419110202,AQ Gamer 2,Standard Cool Blue,5,2839.64
01/05/2021,A5419110203,AQ Gamer 2,Standard Black,11,6551.28
01/05/2021,A5419110204,AQ Gamer 2,Plus Firey Red,4,2411.68
01/05/2021,A5419110205,AQ Gamer 2,Plus Cool Blue,5,2853.79
01/05/2021,A5419110206,AQ Gamer 2,Plus Black,7,4211.48
01/05/2021,A5419110207,AQ Gamer 2,Premium Black,16,9587.68
01/05/2021,A5419110208,AQ Gamer 2,Premium Misty Green,9,5475.66
01/05/2021,A5519110301,AQ Gamer 3,Standard Firey Red,6,3538.45
01/05/2021,A5519110302,AQ Gamer 3,Standard Cool Blue,15,9087.96
01/05/2021,A5519110303,AQ Gamer 3,Standard Black,9,5438.45
01/05/2021,A5519110304,AQ Gamer 3,Plus Firey Red,16,9564.33
01/05/2021,A5520110305,AQ Gamer 3,Plus Cool Blue,13,8222.35
01/05/2021,A5520110306,AQ Gamer 3,Plus Black,13,8315.86
01/05/2021,A5520110307,AQ Gamer 3,Premium Black,11,6707.72
01/05/2021,A5520110308,AQ Gamer 3,Premium Misty Green,16,9441.85
01/05/2021,A5620110401,AQ Smash 1,Standard Firey Red,4,2568.28
01/05/2021,A5620110402,AQ Smash 1,Standard Cool Blue,4,2375.32
01/05/2021,A5621110403,AQ Smash 1,Standard Black,14,8836.6
01/05/2021,A5621110404,AQ Smash 1,Plus Firey Red,4,2559.85
01/05/2021,A5621110405,AQ Smash 1,Plus Cool Blue,12,7221.81
01/05/2021,A5621110406,AQ Smash 1,Plus Black,7,4510.64
01/05/2021,A5621110407,AQ Smash 1,Premium Black,7,4590.45
01/05/2021,A5621110408,AQ Smash 1,Premium Misty Green,9,5915.27
01/05/2021,A5721110501,AQ Smash 2,Standard Firey Red,3,1949.08
01/05/2021,A5721110502,AQ Smash 2,Standard Cool Blue,6,3767.96
01/05/2021,A5721110503,AQ Smash 2,Standard Black,3,2034.91
01/05/2021,A5721110504,AQ Smash 2,Plus Firey Red,9,5902.51
01/05/2021,A5721110505,AQ Smash 2,Plus Cool Blue,17,11465.26
01/05/2021,A5721110506,AQ Smash 2,Plus Black,10,7205.46
01/05/2021,A5820110101,AQ BZ Allin1,Standard 1,22,14988.65
01/05/2021,A5820110102,AQ BZ Allin1,Standard 2,28,19531.51
01/05/2021,A5820110103,AQ BZ Allin1,Standard 3,10,7351.47
01/05/2021,A5820110104,AQ BZ Allin1,Plus 1,22,15190.94
01/05/2021,A5820110105,AQ BZ Allin1,Plus 2,13,9222.1
01/05/2021,A5820110106,AQ BZ Allin1,Plus 3,8,5540.19
01/05/2021,A5820110107,AQ BZ Allin1,Premium 1,17,12540.52
01/05/2021,A5821110108,AQ BZ Allin1,Premium 2,19,14188.04
01/05/2021,A6018110101,AQ Home Allin1,Standard 1,4,3201.83
01/05/2021,A6018110102,AQ Home Allin1,Standard 2,5,3820.27
01/05/2021,A6018110103,AQ Home Allin1,Standard 3,2,1541.96
01/05/2021,A6018110104,AQ Home Allin1,Plus 1,3,2247.3
01/05/2021,A6018110105,AQ Home Allin1,Plus 2,3,2299.94
01/05/2021,A6018110106,AQ Home Allin1,Plus 3,2,1575.17
01/05/2021,A6019110107,AQ Home Allin1,Premium 1,2,1571.98
01/05/2021,A6019110108,AQ Home Allin1,Premium 2,2,1593.32
01/05/2021,A6119110201,AQ HOME Allin1 Gen 2,Standard 1,4,3296.36
01/05/2021,A6119110202,AQ HOME Allin1 Gen 2,Standard 2,3,2370.31
01/05/2021,A6119110203,AQ HOME Allin1 Gen 2,Standard 3,3,2308.69
01/05/2021,A6119110204,AQ HOME Allin1 Gen 2,Plus 1,2,1614.53
01/05/2021,A6120110205,AQ HOME Allin1 Gen 2,Plus 2,3,2504.94
01/05/2021,A6120110206,AQ HOME Allin1 Gen 2,Plus 3,6,4863.62
01/05/2021,A6218160101,AQ Digit SSD,Standard,599,8142.87
01/05/2021,A6218160102,AQ Digit SSD,Plus,1023,15598.81
01/05/2021,A6219160103,AQ Digit SSD,Premium,489,7970.85
01/05/2021,A6319160201,AQ Neuer SSD,Standard,389,6752.65
01/05/2021,A6319160202,AQ Neuer SSD,Plus,235,4364.73
01/05/2021,A6319160203,AQ Neuer SSD,Premium,137,2650.03
01/05/2021,A6419160301,AQ Clx1,Standard,483,8599.48
01/05/2021,A6419160302,AQ Clx1,Plus,198,3895.12
01/05/2021,A6419160303,AQ Clx1,Premium,936,18096.81
01/05/2021,A6519160401,AQ Clx2,Standard,453,9190.87
01/05/2021,A6520160402,AQ Clx2,Plus,171,3448.22
01/05/2021,A6520160403,AQ Clx2,Premium,551,11726.93
01/05/2021,A6620160501,AQ Clx3,Standard,593,13551.83
01/05/2021,A6720160103,AQ Pen Drive 2 IN 1,Premium,1735,7705.31
01/05/2021,A6818160201,AQ Pen Drive DRC,Standard,563,1688.44
01/05/2021,A6818160202,AQ Pen Drive DRC,Plus,472,1818.66
01/05/2021,A6819160203,AQ Pen Drive DRC,Premium,556,2834.71
01/05/2021,A7118160101,AQ Wi Power Dx1,Standard,269,7981.55
01/05/2021,A7119160102,AQ Wi Power Dx1,Plus,701,20978.41
01/05/2021,A7119160103,AQ Wi Power Dx1,Premium,337,9696.7
01/05/2021,A7219160201,AQ Wi Power Dx2,Standard,199,6558.54
01/05/2021,A7220160202,AQ Wi Power Dx2,Plus,481,16933.75
01/05/2021,A7220160203,AQ Wi Power Dx2,Premium,638,23911.22
01/05/2021,A7321160301,AQ Wi Power Dx3,Standard,304,12401.8
01/05/2021,A7321160302,AQ Wi Power Dx3,Plus,681,29926.27
01/05/2021,A7321160303,AQ Wi Power Dx3,Premium,487,20867.12
01/06/2021,A0118150101,AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Standard,205,3906.75
01/06/2021,A0118150102,AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Plus,78,1673.61
01/06/2021,A0118150103,AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Premium,48,1045.42
01/06/2021,A0118150104,AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache,Premium Plus,126,2894.59
01/06/2021,A0219150201,AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm,Standard,40,947.95
01/06/2021,A0219150202,AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm,Plus,102,2522.58
01/06/2021,A0220150203,AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm,Premium,31,732.08
01/06/2021,A0320150301,AQ Zion Saga,Standard,91,2158.73
01/06/2021,A0321150302,AQ Zion Saga,Plus,70,1897.19
01/06/2021,A0321150303,AQ Zion Saga,Premium,145,4060.86
01/06/2021,A0418150103,AQ Mforce Gen X,Standard 3,108,2108.54
01/06/2021,A0418150104,AQ Mforce Gen X,Plus 1,76,1514.22
01/06/2021,A0418150105,AQ Mforce Gen X,Plus 2,84,1686.43
01/06/2021,A0418150106,AQ Mforce Gen X,Plus 3,114,2272.76
01/06/2021,A0519150201,AQ Mforce Gen Y,Standard 1,58,1299.11
01/06/2021,A0519150202,AQ Mforce Gen Y,Standard 2,107,2667.49
01/06/2021,A0519150203,AQ Mforce Gen Y,Standard 3,156,4147.59
01/06/2021,A0519150204,AQ Mforce Gen Y,Plus 1,78,2036.43
01/06/2021,A0519150205,AQ Mforce Gen Y,Plus 2,144,4276.92
01/06/2021,A0519150206,AQ Mforce Gen Y,Plus 3,161,5030.27
01/06/2021,A0519150207,AQ Mforce Gen Y,Premium 1,126,4087.78
01/06/2021,A0519150208,AQ Mforce Gen Y,Premium 2,94,2874.67
01/06/2021,A0619150301,AQ Mforce Gen Z,Standard 1,119,3625.88
01/06/2021,A0619150302,AQ Mforce Gen Z,Standard 2,149,5080.5
01/06/2021,A0620150303,AQ Mforce Gen Z,Standard 3,87,2978.98
01/06/2021,A0620150304,AQ Mforce Gen Z,Plus 1,122,4585.08
01/06/2021,A0620150305,AQ Mforce Gen Z,Plus 2,25,914.2
01/06/2021,A0620150306,AQ Mforce Gen Z,Plus 3,182,6830.06
01/06/2021,A0621150307,AQ Mforce Gen Z,Premium 1,57,2065.87
01/06/2021,A0621150308,AQ Mforce Gen Z,Premium 2,184,7249.42
01/06/2021,A0721150401,AQ GT 21,Standard,119,4681.19
01/06/2021,A0721150402,AQ GT 21,Plus 1,60,2348.79
01/06/2021,A0721150403,AQ GT 21,Plus 2,188,7388.21
01/06/2021,A0721150404,AQ GT 21,Premium,81,3168.84
01/06/2021,A0821150501,AQ Marquee P3,Standard,63,2551.58
01/06/2021,A0821150502,AQ Marquee P3,Plus 1,21,909.23
01/06/2021,A0821150503,AQ Marquee P3,Plus 2,154,6527.15
01/06/2021,A0821150504,AQ Marquee P3,Premium,31,1385.84
01/06/2021,A0921150601,AQ Marquee P4,Standard,132,5950.73
01/06/2021,A1018150101,AQ 5000 Series Electron 9 5900X Desktop Processor,Standard,101,11221.46
01/06/2021,A1018150102,AQ 5000 Series Electron 9 5900X Desktop Processor,Plus,86,10619.25
01/06/2021,A1018150103,AQ 5000 Series Electron 9 5900X Desktop Processor,Premium,168,20820.49
01/06/2021,A1118150201,AQ 5000 Series Electron 8 5900X Desktop Processor,Standard,24,2982.34
01/06/2021,A1118150202,AQ 5000 Series Electron 8 5900X Desktop Processor,Plus,91,11792.11
01/06/2021,A1119150203,AQ 5000 Series Electron 8 5900X Desktop Processor,Premium,77,10772.01
01/06/2021,A1219150301,AQ 5000 Series Ultron 8 5900X Desktop Processor,Standard,181,24558.48
01/06/2021,A1219150302,AQ 5000 Series Ultron 8 5900X Desktop Processor,Plus,127,18433.72
01/06/2021,A1219150303,AQ 5000 Series Ultron 8 5900X Desktop Processor,Premium,135,19296.93
01/06/2021,A1319150401,AQ Electron 5 3600 Desktop Processor,Standard,160,23856.54
01/06/2021,A1320150402,AQ Electron 5 3600 Desktop Processor,Plus,64,9615.68
01/06/2021,A1320150403,AQ Electron 5 3600 Desktop Processor,Premium,123,19765.02
01/06/2021,A1420150501,AQ Electron 4 3600 Desktop Processor,Standard,48,7704.39
01/06/2021,A1420150502,AQ Electron 4 3600 Desktop Processor,Plus,54,9152.99
01/06/2021,A1421150503,AQ Electron 4 3600 Desktop Processor,Premium,92,16232.38
01/06/2021,A1521150601,AQ Electron 3 3600 Desktop Processor,Standard,184,34277.67
01/06/2021,A1521150602,AQ Electron 3 3600 Desktop Processor,Plus,98,18175.07
01/06/2021,A1618150101,AQ MB Elite,Standard,124,2436.41
01/06/2021,A1618150102,AQ MB Elite,Plus 1,124,2537.4
01/06/2021,A1618150103,AQ MB Elite,Plus 2,116,2459.4
01/06/2021,A1618150104,AQ MB Elite,Premium,38,815.06
01/06/2021,A1718150201,AQ MB Crossx,Standard,67,1466.49
01/06/2021,A1718150202,AQ MB Crossx,Plus 1,103,2358.26
01/06/2021,A1718150203,AQ MB Crossx,Plus 2,58,1585.98
01/06/2021,A1718150204,AQ MB Crossx,Premium,20,567.98
01/06/2021,A1819150301,AQ MB Crossx 2,Standard,98,2828.43
01/06/2021,A1819150302,AQ MB Crossx 2,Plus 1,29,926.62
01/06/2021,A1819150303,AQ MB Crossx 2,Plus 2,58,1867.16
01/06/2021,A1819150304,AQ MB Crossx 2,Premium,51,1645.32
01/06/2021,A1919150401,AQ MB Lito,Standard,61,2059.41
01/06/2021,A1919150402,AQ MB Lito,Plus 1,48,1681.23
01/06/2021,A1919150403,AQ MB Lito,Plus 2,76,2723.46
01/06/2021,A1920150404,AQ MB Lito,Premium,122,4755.32
01/06/2021,A2020150501,AQ MB Lito 2,Standard,134,5543.53
01/06/2021,A2020150502,AQ MB Lito 2,Plus 1,34,1339.37
01/06/2021,A2021150503,AQ MB Lito 2,Plus 2,142,6452.15
01/06/2021,A2118150101,AQ Master wired x1 Ms,Standard 1,830,2443.02
01/06/2021,A2118150102,AQ Master wired x1 Ms,Standard 2,778,3111.84
01/06/2021,A2118150103,AQ Master wired x1 Ms,Plus 1,817,3700.6
01/06/2021,A2118150104,AQ Master wired x1 Ms,Plus 2,892,4500.94
01/06/2021,A2118150105,AQ Master wired x1 Ms,Premium 1,647,3034.69
01/06/2021,A2118150106,AQ Master wired x1 Ms,Premium 2,701,3683.19
01/06/2021,A2218150201,AQ Master wireless x1 Ms,Standard 1,451,2452.67
01/06/2021,A2218150202,AQ Master wireless x1 Ms,Standard 2,483,3093.81
01/06/2021,A2219150203,AQ Master wireless x1 Ms,Plus 1,786,5289.86
01/06/2021,A2219150204,AQ Master wireless x1 Ms,Plus 2,345,2536.65
01/06/2021,A2219150205,AQ Master wireless x1 Ms,Premium 1,682,5443.25
01/06/2021,A2219150206,AQ Master wireless x1 Ms,Premium 2,401,3336.04
01/06/2021,A2319150301,AQ Gamers Ms,Standard 1,512,4507.85
01/06/2021,A2319150302,AQ Gamers Ms,Standard 2,1011,9088.99
01/06/2021,A2319150303,AQ Gamers Ms,Plus 1,237,2227.25
01/06/2021,A2319150304,AQ Gamers Ms,Plus 2,327,3419.54
01/06/2021,A2319150305,AQ Gamers Ms,Premium 1,270,2817.99
01/06/2021,A2319150306,AQ Gamers Ms,Premium 2,256,2781.67
01/06/2021,A2419150401,AQ Lite Ms,Standard 1,310,3559.7
01/06/2021,A2419150402,AQ Lite Ms,Standard 2,753,8495.27
01/06/2021,A2419150403,AQ Lite Ms,Plus 1,277,3017.22
01/06/2021,A2419150404,AQ Lite Ms,Plus 2,520,6049.26
01/06/2021,A2419150405,AQ Lite Ms,Premium 1,909,11582.75
01/06/2021,A2420150406,AQ Lite Ms,Premium 2,1015,12482.37
01/06/2021,A2520150501,AQ Maxima Ms,Standard 1,202,2437.92
01/06/2021,A2520150502,AQ Maxima Ms,Standard 2,133,1932.05
01/06/2021,A2520150503,AQ Maxima Ms,Plus 1,137,1941.04
01/06/2021,A2520150504,AQ Maxima Ms,Plus 2,740,10567.2
01/06/2021,A2520150505,AQ Maxima Ms,Premium 1,352,5342.02
01/06/2021,A2520150506,AQ Maxima Ms,Premium 2,106,1544.18
01/06/2021,A2620150601,AQ Qwerty Ms,Standard 1,320,4768.42
01/06/2021,A2620150602,AQ Qwerty Ms,Standard 2,480,7588.9
01/06/2021,A2620150603,AQ Qwerty Ms,Plus 1,996,15915.28
01/06/2021,A2620150604,AQ Qwerty Ms,Plus 2,971,16069.18
01/06/2021,A2620150605,AQ Qwerty Ms,Premium 1,256,4246.58
01/06/2021,A2620150606,AQ Qwerty Ms,Premium 2,626,10507.41
01/06/2021,A2720150701,AQ Trigger Ms,Standard 1,391,6682.85
01/06/2021,A2721150702,AQ Trigger Ms,Standard 2,811,13979.04
01/06/2021,A2721150703,AQ Trigger Ms,Plus 1,553,9365.22
01/06/2021,A2721150704,AQ Trigger Ms,Plus 2,942,18450.01
01/06/2021,A2721150705,AQ Trigger Ms,Premium 1,734,14242.68
01/06/2021,A2721150706,AQ Trigger Ms,Premium 2,499,10006.8
01/06/2021,A2821150801,AQ Lumina Ms,Standard 1,582,12636.27
01/06/2021,A2918150101,AQ Master wired x1,Standard 1,329,2269.8
01/06/2021,A2918150102,AQ Master wired x1,Standard 2,440,3343.08
01/06/2021,A2918150103,AQ Master wired x1,Plus 1,854,6634.98
01/06/2021,A2918150104,AQ Master wired x1,Plus 2,194,1736.57
01/06/2021,A2918150105,AQ Master wired x1,Premium 1,410,3880.65
01/06/2021,A2918150106,AQ Master wired x1,Premium 2,625,6511.75
01/06/2021,A3018150201,AQ Master wireless x1,Standard 1,359,3875.58
01/06/2021,A3018150202,AQ Master wireless x1,Standard 2,292,3227.3
01/06/2021,A3018150203,AQ Master wireless x1,Plus 1,850,10517.82
01/06/2021,A3019150204,AQ Master wireless x1,Plus 2,514,5962.97
01/06/2021,A3019150205,AQ Master wireless x1,Premium 1,414,4989.07
01/06/2021,A3019150206,AQ Master wireless x1,Premium 2,356,4628.64
01/06/2021,A3119150301,AQ Gamers ,Standard 1,817,11034.48
01/06/2021,A3119150302,AQ Gamers ,Standard 2,815,12475.29
01/06/2021,A3119150303,AQ Gamers ,Plus 1,642,10426.53
01/06/2021,A3120150304,AQ Gamers ,Plus 2,593,9712.87
01/06/2021,A3120150305,AQ Gamers ,Premium 1,840,13710.31
01/06/2021,A3120150306,AQ Gamers ,Premium 2,736,14205.02
01/06/2021,A3220150401,AQ Lite,Standard 1,477,8821.78
01/06/2021,A3220150402,AQ Lite,Standard 2,239,4491.93
01/06/2021,A3220150403,AQ Lite,Plus 1,95,1765.52
01/06/2021,A3220150404,AQ Lite,Plus 2,442,8142.48
01/06/2021,A3220150405,AQ Lite,Premium 1,737,13959.89
01/06/2021,A3220150406,AQ Lite,Premium 2,658,13164.34
01/06/2021,A3320150501,AQ Maxima,Standard 1,632,12886.99
01/06/2021,A3320150502,AQ Maxima,Standard 2,431,9352.18
01/06/2021,A3320150503,AQ Maxima,Plus 1,438,9142.51
01/06/2021,A3320150504,AQ Maxima,Plus 2,604,13369
01/06/2021,A3320150505,AQ Maxima,Premium 1,496,11449.86
01/06/2021,A3320150506,AQ Maxima,Premium 2,414,9839.87
01/06/2021,A3420150601,AQ Qwerty,Standard 1,676,16608.64
01/06/2021,A3420150602,AQ Qwerty,Standard 2,824,19753.42
01/06/2021,A3421150603,AQ Qwerty,Plus 1,266,7168.89
01/06/2021,A3421150604,AQ Qwerty,Plus 2,190,5208.89
01/06/2021,A3421150605,AQ Qwerty,Premium 1,222,6630.96
01/06/2021,A3421150606,AQ Qwerty,Premium 2,523,15517.88
01/06/2021,A3521150701,AQ Trigger,Standard 1,241,7082.32
01/06/2021,A3521150702,AQ Trigger,Standard 2,671,20359.08
01/06/2021,A3521150703,AQ Trigger,Plus 1,456,14485.52
01/06/2021,A3521150704,AQ Trigger,Plus 2,396,13315.34
01/06/2021,A3521150705,AQ Trigger,Premium 1,188,6488.14
01/06/2021,A3718150101,AQ LION x1,Standard,60,990.76
01/06/2021,A3718150102,AQ LION x1,Plus 1 ,65,1046.6
01/06/2021,A3718150103,AQ LION x1,Plus 2,68,1194.74
01/06/2021,A3718150105,AQ LION x1,Premium,27,486.84
01/06/2021,A3818150201,AQ LION x2,Standard,56,966.83
01/06/2021,A3818150202,AQ LION x2,Plus 1 ,16,280.32
01/06/2021,A3819150203,AQ LION x2,Plus 2,53,978.02
01/06/2021,A3819150204,AQ LION x2,Plus 3,11,233.14
01/06/2021,A3819150205,AQ LION x2,Premium,21,453.74
01/06/2021,A3920150301,AQ LION x3,Standard,32,708.65
01/06/2021,A3920150302,AQ LION x3,Plus 1 ,36,833.47
01/06/2021,A3920150303,AQ LION x3,Plus 2,69,1757.22
01/06/2021,A3920150304,AQ LION x3,Plus 3,85,2128.76
01/06/2021,A3920150305,AQ LION x3,Premium,74,2031.64
01/06/2021,A4020150401,AQ Mx NB,Standard,78,2100.56
01/06/2021,A4020150402,AQ Mx NB,Plus 1 ,10,284.5
01/06/2021,A4021150403,AQ Mx NB,Plus 2,41,1227.63
01/06/2021,A4021150404,AQ Mx NB,Plus 3,45,1286.1
01/06/2021,A4021150405,AQ Mx NB,Premium,36,1141.3
01/06/2021,A4118110105,AQ Aspiron,Plus Blue,30,5486.8
01/06/2021,A4118110106,AQ Aspiron,Plus Red,11,2065.29
01/06/2021,A4118110107,AQ Aspiron,Premium Black,30,5873.16
01/06/2021,A4218110201,AQ Digit,Standard Grey,15,3004.1
01/06/2021,A4218110202,AQ Digit,Standard Blue,27,5830.22
01/06/2021,A4218110203,AQ Digit,Standard Red,26,6158.06
01/06/2021,A4218110204,AQ Digit,Plus Grey,12,2785.25
01/06/2021,A4218110205,AQ Digit,Plus Blue,14,3361.96
01/06/2021,A4218110206,AQ Digit,Plus Red,40,9480.73
01/06/2021,A4218110207,AQ Digit,Premium Black,38,9466.95
01/06/2021,A4218110208,AQ Digit,Premium Misty Green,39,9478.61
01/06/2021,A4318110301,AQ Velocity,Standard Grey,39,10323.3
01/06/2021,A4319110302,AQ Velocity,Standard Blue,34,9085.11
01/06/2021,A4319110303,AQ Velocity,Standard Red,21,5485.84
01/06/2021,A4319110304,AQ Velocity,Plus Grey,12,3204.76
01/06/2021,A4319110305,AQ Velocity,Plus Blue,9,2500.27
01/06/2021,A4319110306,AQ Velocity,Plus Red,40,11032.78
01/06/2021,A4419110401,AQ Elite,Standard Grey,30,8140.41
01/06/2021,A4419110402,AQ Elite,Standard Blue,28,7894.61
01/06/2021,A4419110403,AQ Elite,Standard Red,14,4032.7
01/06/2021,A4419110404,AQ Elite,Plus Grey,7,2008.28
01/06/2021,A4419110405,AQ Elite,Plus Blue,32,9318.63
01/06/2021,A4419110406,AQ Elite,Plus Red,11,3163.23
01/06/2021,A4419110407,AQ Elite,Premium Black,27,7762.32
01/06/2021,A4419110408,AQ Elite,Premium Misty Green,30,8910.83
01/06/2021,A4519110501,AQ Gen X,Standard Grey,7,2182.88
01/06/2021,A4519110502,AQ Gen X,Standard Blue,30,9010.13
01/06/2021,A4519110503,AQ Gen X,Standard Red,20,6138.38
01/06/2021,A4520110504,AQ Gen X,Plus Grey,14,4784.28
01/06/2021,A4520110505,AQ Gen X,Plus Blue,25,8130.39
01/06/2021,A4520110506,AQ Gen X,Plus Red,27,8781.91
01/06/2021,A4520110507,AQ Gen X,Premium Black,7,2260.6
01/06/2021,A4520110508,AQ Gen X,Premium Misty Green,13,4252.21
01/06/2021,A4620110601,AQ Gen Y,Standard Grey,24,8333.94
01/06/2021,A4620110602,AQ Gen Y,Standard Blue,27,9360.59
01/06/2021,A4620110603,AQ Gen Y,Standard Red,24,8785.1
01/06/2021,A4620110604,AQ Gen Y,Plus Grey,25,8827.46
01/06/2021,A4620110605,AQ Gen Y,Plus Blue,20,6985.05
01/06/2021,A4620110606,AQ Gen Y,Plus Red,8,2788.3
01/06/2021,A4620110607,AQ Gen Y,Premium Black,13,4521.44
01/06/2021,A4620110608,AQ Gen Y,Premium Misty Green,19,6898.2
01/06/2021,A4720110701,AQ GEN Z,Standard Grey,37,13606.14
01/06/2021,A4720110702,AQ GEN Z,Standard Blue,20,7428.05
01/06/2021,A4721110703,AQ GEN Z,Standard Red,22,7956.29
01/06/2021,A4721110704,AQ GEN Z,Plus Grey,36,13687.75
01/06/2021,A4721110705,AQ GEN Z,Plus Blue,27,10189.99
01/06/2021,A4918110101,AQ BZ 101,Standard Grey,25,10479.84
01/06/2021,A4918110102,AQ BZ 101,Standard Blue,8,3611.9
01/06/2021,A4918110103,AQ BZ 101,Premium Black,20,8562.9
01/06/2021,A4918110104,AQ BZ 101,Premium Misty Green,23,10586.45
01/06/2021,A5018110201,AQ BZ Compact,Standard Grey,19,8582.39
01/06/2021,A5018110202,AQ BZ Compact,Standard Blue,14,6475.8
01/06/2021,A5018110203,AQ BZ Compact,Standard Red,15,6782.13
01/06/2021,A5018110204,AQ BZ Compact,Plus Grey,26,11641.08
01/06/2021,A5018110205,AQ BZ Compact,Plus Blue,24,11668.23
01/06/2021,A5018110206,AQ BZ Compact,Plus Red,13,6182.21
01/06/2021,A5018110207,AQ BZ Compact,Premium Black,7,3326.33
01/06/2021,A5019110208,AQ BZ Compact,Premium Misty Green,16,7476.88
01/06/2021,A5119110301,AQ BZ Gen Y,Standard Grey,7,3353.31
01/06/2021,A5119110302,AQ BZ Gen Y,Standard Blue,10,4743.13
01/06/2021,A5119110303,AQ BZ Gen Y,Standard Red,24,11383.57
01/06/2021,A5119110305,AQ BZ Gen Y,Plus Blue,28,13534.68
01/06/2021,A5119110306,AQ BZ Gen Y,Plus Red,17,8270.26
01/06/2021,A5119110307,AQ BZ Gen Y,Premium Black,5,2582.29
01/06/2021,A5119110308,AQ BZ Gen Y,Premium Misty Green,29,14864.85
01/06/2021,A5219110401,AQ BZ Gen Z,Standard Grey,21,10646.25
01/06/2021,A5219110402,AQ BZ Gen Z,Standard Blue,16,7842.53
01/06/2021,A5219110403,AQ BZ Gen Z,Standard Red,10,5258.04
01/06/2021,A5219110405,AQ BZ Gen Z,Plus Blue,14,7297.64
01/06/2021,A5219110406,AQ BZ Gen Z,Plus Red,13,7155.98
01/06/2021,A5219110407,AQ BZ Gen Z,Premium Black,12,6547.12
01/06/2021,A5220110408,AQ BZ Gen Z,Premium Misty Green,22,11726.87
01/06/2021,A5318110103,AQ Gamer 1,Standard Black,15,8774.58
01/06/2021,A5318110104,AQ Gamer 1,Plus Firey Red,7,4104.68
01/06/2021,A5318110105,AQ Gamer 1,Plus Cool Blue,8,4410.64
01/06/2021,A5318110106,AQ Gamer 1,Plus Black,10,5658.75
01/06/2021,A5318110107,AQ Gamer 1,Premium Black,12,6859.79
01/06/2021,A5318110108,AQ Gamer 1,Premium Misty Green,8,4637.29
01/06/2021,A5419110201,AQ Gamer 2,Standard Firey Red,10,5850
01/06/2021,A5419110202,AQ Gamer 2,Standard Cool Blue,10,5679.27
01/06/2021,A5419110203,AQ Gamer 2,Standard Black,16,9529.14
01/06/2021,A5419110204,AQ Gamer 2,Plus Firey Red,15,9043.8
01/06/2021,A5419110205,AQ Gamer 2,Plus Cool Blue,13,7419.85
01/06/2021,A5419110206,AQ Gamer 2,Plus Black,7,4211.48
01/06/2021,A5419110207,AQ Gamer 2,Premium Black,6,3595.38
01/06/2021,A5419110208,AQ Gamer 2,Premium Misty Green,6,3650.44
01/06/2021,A5519110301,AQ Gamer 3,Standard Firey Red,15,8846.12
01/06/2021,A5519110302,AQ Gamer 3,Standard Cool Blue,12,7270.37
01/06/2021,A5519110303,AQ Gamer 3,Standard Black,3,1812.82
01/06/2021,A5519110304,AQ Gamer 3,Plus Firey Red,15,8966.56
01/06/2021,A5520110305,AQ Gamer 3,Plus Cool Blue,12,7589.86
01/06/2021,A5520110306,AQ Gamer 3,Plus Black,5,3198.41
01/06/2021,A5520110307,AQ Gamer 3,Premium Black,7,4268.55
01/06/2021,A5520110308,AQ Gamer 3,Premium Misty Green,15,8851.74
01/06/2021,A5620110401,AQ Smash 1,Standard Firey Red,11,7062.77
01/06/2021,A5620110402,AQ Smash 1,Standard Cool Blue,8,4750.64
01/06/2021,A5621110403,AQ Smash 1,Standard Black,17,10730.15
01/06/2021,A5621110404,AQ Smash 1,Plus Firey Red,3,1919.88
01/06/2021,A5621110405,AQ Smash 1,Plus Cool Blue,14,8425.44
01/06/2021,A5621110406,AQ Smash 1,Plus Black,17,10954.42
01/06/2021,A5621110407,AQ Smash 1,Premium Black,10,6557.78
01/06/2021,A5621110408,AQ Smash 1,Premium Misty Green,16,10516.04
01/06/2021,A5721110501,AQ Smash 2,Standard Firey Red,11,7146.62
01/06/2021,A5721110502,AQ Smash 2,Standard Cool Blue,6,3767.96
01/06/2021,A5721110503,AQ Smash 2,Standard Black,5,3391.52
01/06/2021,A5721110504,AQ Smash 2,Plus Firey Red,5,3279.17
01/06/2021,A5721110505,AQ Smash 2,Plus Cool Blue,7,4720.99
01/06/2021,A5721110506,AQ Smash 2,Plus Black,9,6484.91
01/06/2021,A5820110101,AQ BZ Allin1,Standard 1,12,8175.63
01/06/2021,A5820110102,AQ BZ Allin1,Standard 2,14,9765.76
01/06/2021,A5820110103,AQ BZ Allin1,Standard 3,21,15438.08
01/06/2021,A5820110104,AQ BZ Allin1,Plus 1,6,4142.98
01/06/2021,A5820110105,AQ BZ Allin1,Plus 2,10,7093.93
01/06/2021,A5820110106,AQ BZ Allin1,Plus 3,25,17313.11
01/06/2021,A5820110107,AQ BZ Allin1,Premium 1,10,7376.78
01/06/2021,A5821110108,AQ BZ Allin1,Premium 2,11,8214.13
01/06/2021,A6018110101,AQ Home Allin1,Standard 1,4,3201.83
